customer_key,transaction_count,transaction_value,fraud_transaction_count,fraud_rate_pct,fraud_loss,average_transaction_amount
35008,64,6054.39,2.0,3.125,817.25,94.6
20461,160,15139.14,3.0,1.875,817.1,94.62
39817,38,4168.66,2.0,5.2632,816.89,109.7
34709,102,10421.44,2.0,1.9608,816.62,102.17
43077,107,9437.24,1.0,0.9346,816.57,88.2
24577,65,5743.74,2.0,3.0769,816.54,88.37
15890,82,7270.19,2.0,2.439,816.51,88.66
7305,70,6917.79,1.0,1.4286,816.32,98.83
39010,62,5781.14,2.0,3.2258,816.11,93.24
26886,141,12110.87,2.0,1.4184,815.96,85.89
31149,56,5396.9,1.0,1.7857,815.74,96.37
16962,52,5963.85,2.0,3.8462,815.43,114.69
40675,66,5391.42,2.0,3.0303,815.33,81.69
449,129,11619.25,1.0,0.7752,815.29,90.07
40175,97,8419.72,3.0,3.0928,815.27,86.8
46795,53,4204.88,3.0,5.6604,815.25,79.34
43108,87,8637.47,2.0,2.2989,814.93,99.28
32448,87,8031.74,2.0,2.2989,814.77,92.32
39060,61,5091.63,2.0,3.2787,814.74,83.47
5763,71,7747.27,2.0,2.8169,814.69,109.12
19000,58,6316.9,2.0,3.4483,814.62,108.91
34593,81,7662.62,2.0,2.4691,814.57,94.6
41444,53,5481.08,2.0,3.7736,814.47,103.42
39192,63,5711.48,2.0,3.1746,814.27,90.66
31761,63,7709.83,2.0,3.1746,814.24,122.38
35594,33,3777.56,2.0,6.0606,814.17,114.47
14891,131,13250.64,3.0,2.2901,814.15,101.15
42163,68,6826.33,2.0,2.9412,814.04,100.39
24529,174,16395.57,2.0,1.1494,814.03,94.23
21617,32,3489.88,2.0,6.25,813.99,109.06
47841,104,9012.81,3.0,2.8846,813.69,86.66
26694,60,4986.66,1.0,1.6667,813.65,83.11
25178,114,9359.34,2.0,1.7544,813.53,82.1
12762,33,3643.68,2.0,6.0606,813.43,110.41
32720,99,8562.08,2.0,2.0202,813.02,86.49
5545,73,8807.43,3.0,4.1096,812.94,120.65
34421,105,8249.48,1.0,0.9524,812.42,78.57
14044,75,7447.73,2.0,2.6667,812.39,99.3
42453,125,12043.22,2.0,1.6,812.38,96.35
9809,86,8187.28,3.0,3.4884,811.94,95.2
24333,85,8801.59,3.0,3.5294,811.89,103.55
42491,35,4858.01,4.0,11.4286,811.79,138.8
44522,57,6212.93,2.0,3.5088,811.73,109.0
30600,122,9439.93,2.0,1.6393,811.72,77.38
13979,94,9018.42,2.0,2.1277,811.67,95.94
20542,56,6648.64,2.0,3.5714,811.45,118.73
33415,34,3727.28,1.0,2.9412,811.44,109.63
7586,117,11322.62,2.0,1.7094,811.37,96.77
43752,32,3398.39,1.0,3.125,811.33,106.2
3174,65,7475.95,3.0,4.6154,811.22,115.01
6644,123,10937.73,3.0,2.439,810.97,88.92
45991,87,7924.58,2.0,2.2989,810.9,91.09
19864,67,5916.63,3.0,4.4776,810.87,88.31
5207,66,7329.91,2.0,3.0303,810.83,111.06
10742,61,5369.4,1.0,1.6393,810.66,88.02
49086,104,9986.97,4.0,3.8462,810.6,96.03
4344,104,10243.66,2.0,1.9231,810.6,98.5
6116,37,2680.06,1.0,2.7027,810.3,72.43
17533,67,5904.58,2.0,2.9851,810.24,88.13
49251,55,6348.68,1.0,1.8182,810.19,115.43
13234,103,8885.65,2.0,1.9417,809.94,86.27
1079,121,14055.28,2.0,1.6529,809.65,116.16
45544,65,7005.22,2.0,3.0769,809.62,107.77
10757,60,7408.12,2.0,3.3333,809.53,123.47
46569,63,5527.54,2.0,3.1746,809.49,87.74
3929,66,7956.95,2.0,3.0303,809.37,120.56
24346,27,3634.72,1.0,3.7037,809.14,134.62
14330,74,6706.84,1.0,1.3514,808.99,90.63
8664,81,6060.56,2.0,2.4691,808.97,74.82
25399,63,5217.15,2.0,3.1746,808.92,82.81
5045,64,6840.29,3.0,4.6875,808.85,106.88
12389,72,6976.13,2.0,2.7778,808.81,96.89
15689,70,6425.71,2.0,2.8571,808.76,91.8
30897,62,5880.94,1.0,1.6129,808.54,94.85
46066,32,3182.61,2.0,6.25,808.48,99.46
49357,29,3780.79,2.0,6.8966,808.46,130.37
11382,91,8578.43,1.0,1.0989,808.42,94.27
29482,69,7192.01,2.0,2.8986,808.35,104.23
12648,70,7739.12,2.0,2.8571,808.25,110.56
2061,126,12643.41,2.0,1.5873,808.13,100.34
35013,161,15377.53,2.0,1.2422,807.9,95.51
1295,77,9381.11,1.0,1.2987,807.81,121.83
48248,24,3609.78,2.0,8.3333,807.6,150.41
22901,65,7422.84,3.0,4.6154,807.43,114.2
33747,114,9285.09,2.0,1.7544,807.33,81.45
29429,37,3566.54,2.0,5.4054,807.33,96.39
4418,63,6087.91,2.0,3.1746,807.1,96.63
30067,94,8935.72,2.0,2.1277,807.09,95.06
28635,90,8528.52,3.0,3.3333,806.83,94.76
48783,63,8361.23,3.0,4.7619,806.65,132.72
10139,81,9537.89,2.0,2.4691,806.43,117.75
39455,74,6589.71,1.0,1.3514,806.3,89.05
35715,117,9709.57,2.0,1.7094,806.21,82.99
12516,23,2252.86,2.0,8.6957,806.21,97.95
16926,34,3891.04,2.0,5.8824,806.14,114.44
22157,131,10759.58,3.0,2.2901,805.91,82.13
7733,94,9322.58,2.0,2.1277,805.84,99.18
21744,90,10005.86,2.0,2.2222,805.73,111.18
13679,60,6502.34,1.0,1.6667,805.64,108.37
8962,105,9158.96,3.0,2.8571,805.61,87.23
45931,70,7159.68,2.0,2.8571,805.49,102.28
362,95,11517.01,1.0,1.0526,805.47,121.23
36797,65,5677.32,1.0,1.5385,805.4,87.34
5996,70,6524.07,2.0,2.8571,805.04,93.2
9081,55,5253.9,2.0,3.6364,804.92,95.53
37963,34,3571.4,1.0,2.9412,804.86,105.04
3220,31,3594.58,1.0,3.2258,804.81,115.95
46147,82,6649.25,1.0,1.2195,804.71,81.09
26653,94,8123.87,2.0,2.1277,804.39,86.42
38899,81,7394.48,1.0,1.2346,804.13,91.29
518,60,5980.63,2.0,3.3333,803.72,99.68
15176,30,4594.21,2.0,6.6667,803.68,153.14
15136,28,2869.92,1.0,3.5714,803.49,102.5
36747,97,8399.95,2.0,2.0619,803.34,86.6
46302,134,11313.53,2.0,1.4925,803.29,84.43
41137,105,9954.38,2.0,1.9048,803.24,94.8
3398,31,3905.32,1.0,3.2258,803.19,125.98
35761,82,7064.45,1.0,1.2195,803.16,86.15
18122,63,7135.73,2.0,3.1746,803.15,113.27
46027,93,7804.98,3.0,3.2258,803.12,83.92
40587,53,5545.54,3.0,5.6604,802.94,104.63
7751,33,3627.8,2.0,6.0606,802.86,109.93
16824,51,5577.17,2.0,3.9216,802.78,109.36
19091,41,4322.01,1.0,2.439,802.62,105.41
42471,104,10284.33,2.0,1.9231,802.42,98.89
22604,36,3850.44,1.0,2.7778,802.37,106.96
1697,79,7971.85,2.0,2.5316,802.2,100.91
39109,84,7718.71,1.0,1.1905,802.12,91.89
26974,35,4771.99,1.0,2.8571,801.93,136.34
10725,117,11517.58,2.0,1.7094,801.91,98.44
33592,88,8407.56,3.0,3.4091,801.82,95.54
28779,97,9244.56,3.0,3.0928,801.78,95.3
18113,34,3803.41,1.0,2.9412,801.72,111.87
13074,85,7609.6,3.0,3.5294,801.64,89.52
19367,97,10034.97,3.0,3.0928,801.55,103.45
23819,62,4850.49,2.0,3.2258,801.51,78.23
31814,165,14434.75,3.0,1.8182,801.51,87.48
12069,62,7180.12,2.0,3.2258,801.14,115.81
21067,34,3719.29,2.0,5.8824,801.13,109.39
20540,68,8015.49,1.0,1.4706,801.12,117.87
38716,102,9814.88,3.0,2.9412,801.05,96.22
21977,91,9106.14,2.0,2.1978,800.82,100.07
20536,84,7808.48,2.0,2.381,800.74,92.96
32661,33,3876.42,2.0,6.0606,800.67,117.47
25883,65,6041.83,1.0,1.5385,800.63,92.95
12777,126,13420.79,2.0,1.5873,800.61,106.51
29656,92,7973.82,2.0,2.1739,800.47,86.67
33389,65,6809.64,2.0,3.0769,800.45,104.76
41226,82,7337.15,1.0,1.2195,800.41,89.48
632,144,11443.69,3.0,2.0833,800.24,79.47
13159,37,4666.44,2.0,5.4054,800.17,126.12
12466,32,4312.9,1.0,3.125,799.98,134.78
38440,59,5804.49,3.0,5.0847,799.91,98.38
18766,73,7235.08,1.0,1.3699,799.76,99.11
37638,62,6541.28,2.0,3.2258,799.68,105.5
36128,65,6955.92,1.0,1.5385,799.6,107.01
14639,41,3996.31,1.0,2.439,799.56,97.47
6011,70,6518.87,3.0,4.2857,799.52,93.13
29403,53,5076.36,2.0,3.7736,799.45,95.78
33805,25,3929.03,1.0,4.0,799.37,157.16
26115,70,6882.37,3.0,4.2857,799.25,98.32
40418,61,5379.78,1.0,1.6393,799.01,88.19
20132,52,4536.1,2.0,3.8462,798.98,87.23
13412,114,11072.48,3.0,2.6316,798.97,97.13
10089,53,5692.31,2.0,3.7736,798.89,107.4
26635,100,8884.03,2.0,2.0,798.8,88.84
28153,112,10310.71,1.0,0.8929,798.54,92.06
775,30,3415.47,2.0,6.6667,798.46,113.85
10855,118,11009.99,2.0,1.6949,798.42,93.31
20996,31,3943.54,2.0,6.4516,798.23,127.21
29585,72,6728.82,1.0,1.3889,798.17,93.46
28337,59,5976.21,2.0,3.3898,797.92,101.29
26098,118,10635.82,3.0,2.5424,797.6,90.13
10805,30,4153.26,2.0,6.6667,797.42,138.44
22802,60,6688.62,2.0,3.3333,797.27,111.48
40141,101,8755.75,3.0,2.9703,797.1,86.69
19477,94,9853.02,2.0,2.1277,797.07,104.82
7738,56,5238.2,1.0,1.7857,797.05,93.54
14027,64,8763.54,1.0,1.5625,796.98,136.93
29507,28,3506.59,2.0,7.1429,796.67,125.24
2588,65,6239.75,3.0,4.6154,796.37,96.0
13848,26,3335.94,1.0,3.8462,796.23,128.31
9677,88,8275.64,1.0,1.1364,796.13,94.04
24780,61,5642.27,2.0,3.2787,796.08,92.5
25412,36,4022.7,1.0,2.7778,796.03,111.74
3161,61,5639.69,3.0,4.918,795.7,92.45
38705,60,5863.73,2.0,3.3333,795.66,97.73
5955,30,3313.21,1.0,3.3333,795.59,110.44
10621,29,3365.59,2.0,6.8966,795.59,116.05
7264,74,7230.68,2.0,2.7027,795.56,97.71
32843,37,4285.87,2.0,5.4054,795.34,115.83
356,120,10158.72,2.0,1.6667,795.33,84.66
18097,97,7731.78,2.0,2.0619,795.27,79.71
16693,169,15026.27,2.0,1.1834,794.98,88.91
45670,148,13646.25,2.0,1.3514,794.9,92.2
5462,120,11216.79,3.0,2.5,794.85,93.47
41895,31,4939.36,1.0,3.2258,794.8,159.33
34192,97,10050.69,2.0,2.0619,794.8,103.62
25435,71,6450.26,2.0,2.8169,794.75,90.85
36743,93,8687.52,2.0,2.1505,794.73,93.41
34975,31,3335.95,2.0,6.4516,794.72,107.61
14932,109,9895.33,3.0,2.7523,794.57,90.78
19232,76,7137.99,1.0,1.3158,794.35,93.92
15869,34,3391.96,1.0,2.9412,794.2,99.76
40928,72,7995.59,2.0,2.7778,794.06,111.05
15566,80,9127.81,3.0,3.75,794.01,114.1
36242,34,3431.19,3.0,8.8235,793.89,100.92
43060,79,7637.62,3.0,3.7975,793.84,96.68
11723,109,8871.15,1.0,0.9174,793.77,81.39
43400,87,6681.78,1.0,1.1494,793.69,76.8
3221,63,6219.34,1.0,1.5873,793.57,98.72
40995,38,3854.76,1.0,2.6316,793.56,101.44
9900,117,9483.33,2.0,1.7094,793.53,81.05
47811,30,3528.19,2.0,6.6667,793.24,117.61
5344,65,6512.56,2.0,3.0769,793.16,100.19
17245,68,6558.82,2.0,2.9412,793.01,96.45
31416,73,7722.61,2.0,2.7397,792.95,105.79
22666,43,4858.56,2.0,4.6512,792.93,112.99
37737,126,12511.8,3.0,2.381,792.9,99.3
11734,64,7642.0,2.0,3.125,792.84,119.41
3850,79,6883.65,2.0,2.5316,792.82,87.13
2143,75,6949.12,2.0,2.6667,792.78,92.65
48215,27,3461.36,2.0,7.4074,792.75,128.2
8590,64,7066.81,1.0,1.5625,792.74,110.42
45320,62,4690.3,2.0,3.2258,792.68,75.65
13461,32,3982.15,3.0,9.375,792.5,124.44
18077,68,7251.41,3.0,4.4118,792.28,106.64
24358,58,6095.13,3.0,5.1724,792.26,105.09
29454,48,4539.6,2.0,4.1667,792.16,94.58
26056,91,9474.78,1.0,1.0989,792.15,104.12
4302,33,3062.62,2.0,6.0606,792.12,92.81
14124,85,8385.14,1.0,1.1765,792.08,98.65
5682,33,2693.45,2.0,6.0606,791.98,81.62
30835,29,3348.3,1.0,3.4483,791.75,115.46
711,40,4220.31,1.0,2.5,791.73,105.51
40537,51,6111.93,1.0,1.9608,791.69,119.84
18104,59,5595.31,1.0,1.6949,791.56,94.84
29074,67,6861.65,2.0,2.9851,791.2,102.41
513,58,6176.22,2.0,3.4483,791.17,106.49
12617,30,2546.55,2.0,6.6667,791.14,84.89
13721,65,6884.96,1.0,1.5385,790.97,105.92
8491,79,7449.01,3.0,3.7975,790.87,94.29
38694,81,8009.08,3.0,3.7037,790.54,98.88
8970,69,5983.91,1.0,1.4493,790.51,86.72
10674,100,9669.79,2.0,2.0,790.39,96.7
38529,116,9430.08,3.0,2.5862,790.28,81.29
9243,78,6843.91,2.0,2.5641,790.22,87.74
40106,68,6981.6,2.0,2.9412,790.2,102.67
343,65,8318.79,2.0,3.0769,790.18,127.98
15096,69,8084.25,3.0,4.3478,790.16,117.16
13303,29,3661.68,3.0,10.3448,790.09,126.26
26,133,13254.04,2.0,1.5038,790.09,99.65
30612,60,6807.61,2.0,3.3333,790.05,113.46
49039,107,9729.49,2.0,1.8692,790.03,90.93
47534,35,5146.89,2.0,5.7143,790.03,147.05
4217,21,2844.44,1.0,4.7619,789.96,135.45
22030,63,6857.82,3.0,4.7619,789.9,108.85
30589,160,14514.85,3.0,1.875,789.84,90.72
2780,35,3645.25,1.0,2.8571,789.7,104.15
38647,156,16249.78,3.0,1.9231,789.65,104.17
7691,62,7529.75,2.0,3.2258,789.5,121.45
40266,158,13337.87,3.0,1.8987,789.47,84.42
7893,90,8392.75,3.0,3.3333,789.45,93.25
32420,50,4055.72,2.0,4.0,789.15,81.11
21647,35,3887.68,2.0,5.7143,788.89,111.08
20443,35,3693.04,1.0,2.8571,788.83,105.52
8896,114,8770.72,3.0,2.6316,788.83,76.94
23165,27,3651.67,1.0,3.7037,788.67,135.25
18939,69,6863.19,2.0,2.8986,788.56,99.47
32948,76,7463.76,3.0,3.9474,788.55,98.21
41263,88,8659.36,2.0,2.2727,788.44,98.4
4988,69,6837.41,3.0,4.3478,788.38,99.09
44676,67,6634.99,2.0,2.9851,788.28,99.03
42542,123,8757.18,2.0,1.626,788.06,71.2
18265,107,8707.91,2.0,1.8692,787.82,81.38
11800,41,4170.1,2.0,4.878,787.77,101.71
15076,95,10230.46,2.0,2.1053,787.77,107.69
5944,27,3460.86,1.0,3.7037,787.3,128.18
36215,80,6835.34,2.0,2.5,787.26,85.44
33609,54,4589.01,2.0,3.7037,787.12,84.98
23856,31,3047.81,3.0,9.6774,786.94,98.32
24793,167,16680.6,2.0,1.1976,786.84,99.88
8732,62,6248.33,2.0,3.2258,786.78,100.78
37132,66,6568.59,2.0,3.0303,786.7,99.52
16263,65,6396.24,2.0,3.0769,786.49,98.4
2253,36,4381.08,2.0,5.5556,786.39,121.7
12387,29,3295.32,1.0,3.4483,786.3,113.63
3240,27,3605.75,1.0,3.7037,786.17,133.55
573,92,8596.69,2.0,2.1739,786.11,93.44
22067,33,3089.17,1.0,3.0303,785.83,93.61
419,145,13271.38,3.0,2.069,785.75,91.53
48749,109,11334.58,2.0,1.8349,785.68,103.99
17638,94,9143.43,1.0,1.0638,785.64,97.27
41601,18,1973.53,2.0,11.1111,785.56,109.64
35340,61,5881.71,1.0,1.6393,785.51,96.42
28891,96,8343.18,2.0,2.0833,785.4,86.91
39658,92,7919.12,1.0,1.087,785.4,86.08
18139,34,4732.4,2.0,5.8824,785.32,139.19
7475,62,6348.04,1.0,1.6129,785.28,102.39
5639,61,6056.2,1.0,1.6393,785.25,99.28
13804,137,11695.73,1.0,0.7299,785.06,85.37
12045,86,7550.86,2.0,2.3256,784.95,87.8
15840,91,6648.35,2.0,2.1978,784.79,73.06
33433,41,4859.56,2.0,4.878,784.79,118.53
26625,30,3563.8,2.0,6.6667,784.65,118.79
37311,25,2747.46,1.0,4.0,784.58,109.9
48787,86,7519.84,1.0,1.1628,784.56,87.44
22589,58,6482.83,1.0,1.7241,784.11,111.77
366,68,5765.46,3.0,4.4118,783.62,84.79
30499,99,8577.03,2.0,2.0202,783.6,86.64
20697,58,5136.45,1.0,1.7241,783.56,88.56
10898,100,9942.06,3.0,3.0,783.55,99.42
19195,96,7209.05,2.0,2.0833,783.51,75.09
42975,54,5315.67,1.0,1.8519,783.47,98.44
723,85,7254.7,1.0,1.1765,783.14,85.35
16213,120,9943.55,4.0,3.3333,782.99,82.86
12597,60,6463.03,1.0,1.6667,782.81,107.72
4000,98,10035.68,2.0,2.0408,782.75,102.4
20326,37,4601.94,2.0,5.4054,782.61,124.38
15562,122,11780.98,2.0,1.6393,782.48,96.57
18347,131,11968.84,3.0,2.2901,782.45,91.37
34574,42,5863.9,2.0,4.7619,782.44,139.62
8687,32,3588.88,2.0,6.25,782.34,112.15
27549,62,7091.23,1.0,1.6129,782.13,114.37
5169,31,3966.15,2.0,6.4516,782.1,127.94
13169,95,9985.95,1.0,1.0526,782.09,105.12
14898,101,8944.53,2.0,1.9802,781.99,88.56
41912,36,4277.1,1.0,2.7778,781.91,118.81
25064,86,8191.19,2.0,2.3256,781.89,95.25
24201,31,3663.06,3.0,9.6774,781.77,118.16
24561,70,6278.04,1.0,1.4286,781.6,89.69
40530,60,5561.79,1.0,1.6667,781.45,92.7
23862,46,5040.81,2.0,4.3478,781.35,109.58
49375,111,9508.31,1.0,0.9009,781.32,85.66
43371,26,3635.41,2.0,7.6923,781.24,139.82
23044,59,8854.02,3.0,5.0847,781.04,150.07
5898,63,5890.87,2.0,3.1746,781.03,93.51
25087,37,4402.84,2.0,5.4054,780.98,119.0
48216,102,9694.89,2.0,1.9608,780.93,95.05
14481,35,4068.73,2.0,5.7143,780.92,116.25
8705,69,6731.82,1.0,1.4493,780.85,97.56
38013,54,5661.45,3.0,5.5556,780.81,104.84
12142,28,3620.15,1.0,3.5714,780.79,129.29
40646,58,6378.08,2.0,3.4483,780.66,109.97
21815,90,6732.51,1.0,1.1111,780.61,74.81
18303,33,3679.44,1.0,3.0303,780.56,111.5
24767,91,9765.68,2.0,2.1978,780.47,107.32
47122,36,3391.7,2.0,5.5556,780.43,94.21
13388,76,8990.42,3.0,3.9474,780.1,118.3
24266,26,3063.99,2.0,7.6923,780.0,117.85
465,87,8262.52,3.0,3.4483,779.99,94.97
2308,45,4635.43,1.0,2.2222,779.85,103.01
18964,39,4279.43,2.0,5.1282,779.82,109.73
5515,104,10544.84,3.0,2.8846,779.74,101.39
15313,55,5975.88,1.0,1.8182,779.68,108.65
3879,117,10284.24,2.0,1.7094,779.65,87.9
29974,39,4463.75,2.0,5.1282,779.41,114.46
37567,161,14495.42,3.0,1.8634,779.25,90.03
44880,50,5256.64,1.0,2.0,779.24,105.13
18932,91,8027.6,1.0,1.0989,779.24,88.22
29650,28,3685.71,1.0,3.5714,779.23,131.63
32097,35,3994.5,1.0,2.8571,779.14,114.13
20107,56,5687.06,1.0,1.7857,778.97,101.55
7915,60,7115.8,1.0,1.6667,778.75,118.6
22706,32,5071.99,1.0,3.125,778.7,158.5
43142,69,6313.63,2.0,2.8986,778.57,91.5
49833,52,4740.28,3.0,5.7692,778.52,91.16
47627,89,9007.69,2.0,2.2472,778.49,101.21
39680,20,3372.19,1.0,5.0,778.47,168.61
28199,23,2283.29,2.0,8.6957,778.29,99.27
28666,65,6919.81,2.0,3.0769,778.29,106.46
17266,30,3632.48,2.0,6.6667,778.16,121.08
28753,74,7342.98,3.0,4.0541,778.01,99.23
17271,27,2582.78,1.0,3.7037,777.92,95.66
4910,87,8503.46,2.0,2.2989,777.91,97.74
13803,68,7245.57,2.0,2.9412,777.85,106.55
9140,108,9300.51,3.0,2.7778,777.72,86.12
42691,58,6246.9,2.0,3.4483,777.56,107.71
43780,90,9351.58,1.0,1.1111,777.41,103.91
3247,30,3053.55,2.0,6.6667,777.41,101.79
18691,67,6667.76,3.0,4.4776,777.28,99.52
40895,84,7871.64,2.0,2.381,777.25,93.71
26236,32,2844.55,2.0,6.25,777.04,88.89
37247,82,8453.07,3.0,3.6585,777.04,103.09
2618,78,8838.63,1.0,1.2821,776.86,113.32
25319,68,7115.08,2.0,2.9412,776.73,104.63
2457,22,3510.73,2.0,9.0909,776.39,159.58
41039,86,7835.76,2.0,2.3256,776.37,91.11
43843,28,3223.65,1.0,3.5714,776.25,115.13
6223,101,10593.1,2.0,1.9802,776.23,104.88
24165,118,11339.38,3.0,2.5424,776.18,96.1
38659,81,7246.8,2.0,2.4691,776.09,89.47
447,32,3087.72,1.0,3.125,776.03,96.49
28744,33,3512.13,2.0,6.0606,775.9,106.43
11115,26,3665.55,1.0,3.8462,775.7,140.98
21813,127,11337.12,2.0,1.5748,775.61,89.27
1436,66,5545.39,2.0,3.0303,775.46,84.02
35353,50,5095.33,1.0,2.0,775.44,101.91
3406,36,4242.29,1.0,2.7778,775.27,117.84
21124,59,6401.41,2.0,3.3898,775.26,108.5
6343,107,9446.58,2.0,1.8692,775.24,88.29
9466,90,9074.69,3.0,3.3333,775.18,100.83
25653,61,8105.05,2.0,3.2787,775.18,132.87
14854,90,9365.82,2.0,2.2222,775.16,104.06
23381,94,8588.34,1.0,1.0638,774.96,91.37
48543,139,13346.49,2.0,1.4388,774.96,96.02
29654,49,4611.4,1.0,2.0408,774.95,94.11
18225,70,7534.05,2.0,2.8571,774.93,107.63
10132,93,9159.89,3.0,3.2258,774.92,98.49
34044,60,6597.93,2.0,3.3333,774.85,109.97
36752,23,2814.32,1.0,4.3478,774.8,122.36
45212,115,11649.19,3.0,2.6087,774.79,101.3
47972,117,11499.3,1.0,0.8547,774.77,98.28
47381,16,1544.31,2.0,12.5,774.61,96.52
14411,29,3580.26,1.0,3.4483,774.58,123.46
7412,65,6295.09,2.0,3.0769,774.38,96.85
38487,22,3263.1,2.0,9.0909,774.25,148.32
34284,97,9545.93,2.0,2.0619,774.1,98.41
30808,37,4055.41,2.0,5.4054,773.96,109.61
20065,32,3296.45,1.0,3.125,773.94,103.01
31977,60,6476.42,1.0,1.6667,773.92,107.94
43165,182,15041.73,1.0,0.5495,773.91,82.65
16244,152,14319.41,2.0,1.3158,773.82,94.21
11108,68,4973.0,1.0,1.4706,773.8,73.13
19114,87,10018.31,3.0,3.4483,773.79,115.15
46866,64,6341.99,2.0,3.125,773.72,99.09
10493,65,5882.66,1.0,1.5385,773.43,90.5
5647,32,3525.72,1.0,3.125,773.43,110.18
49111,105,9680.91,2.0,1.9048,773.35,92.2
33301,140,12586.3,4.0,2.8571,773.33,89.9
13573,44,5986.29,2.0,4.5455,773.3,136.05
31275,82,7237.04,2.0,2.439,773.27,88.26
7741,59,5058.11,2.0,3.3898,773.24,85.73
42739,40,5341.2,2.0,5.0,773.07,133.53
15882,42,3986.18,2.0,4.7619,773.03,94.91
15217,63,6938.68,1.0,1.5873,772.9,110.14
36021,30,2630.53,1.0,3.3333,772.84,87.68
25406,146,11135.13,2.0,1.3699,772.84,76.27
42863,61,6861.6,1.0,1.6393,772.81,112.49
31616,97,9442.37,2.0,2.0619,772.79,97.34
30163,63,7299.19,2.0,3.1746,772.71,115.86
12880,61,6635.06,2.0,3.2787,772.61,108.77
43250,58,5086.12,3.0,5.1724,772.56,87.69
16558,31,2699.46,1.0,3.2258,772.5,87.08
37269,29,3808.39,1.0,3.4483,772.44,131.32
28833,61,6597.88,1.0,1.6393,772.0,108.16
6890,66,5949.33,2.0,3.0303,771.91,90.14
19448,50,4234.34,1.0,2.0,771.56,84.69
29232,81,7279.67,2.0,2.4691,771.5,89.87
126,135,12158.69,3.0,2.2222,771.3,90.06
130,76,6796.79,3.0,3.9474,771.11,89.43
42075,30,3054.9,2.0,6.6667,771.08,101.83
27232,99,9215.62,2.0,2.0202,771.04,93.09
13684,62,6660.93,1.0,1.6129,770.98,107.43
15708,36,2965.65,2.0,5.5556,770.96,82.38
815,99,10093.4,3.0,3.0303,770.96,101.95
6110,73,6521.75,1.0,1.3699,770.87,89.34
41971,28,2906.95,1.0,3.5714,770.32,103.82
25913,87,6702.72,3.0,3.4483,770.02,77.04
11021,30,2793.85,2.0,6.6667,769.99,93.13
49408,87,9914.5,2.0,2.2989,769.85,113.96
40325,59,5331.84,1.0,1.6949,769.71,90.37
16531,64,7612.47,1.0,1.5625,769.67,118.94
26219,35,3629.39,1.0,2.8571,769.32,103.7
15183,116,10393.24,2.0,1.7241,769.31,89.6
34066,33,3007.5,1.0,3.0303,768.94,91.14
54,120,9656.09,4.0,3.3333,768.73,80.47
3697,42,4664.32,1.0,2.381,768.63,111.06
21645,132,11386.97,2.0,1.5152,768.52,86.26
39608,94,8218.91,1.0,1.0638,768.49,87.44
25681,96,7554.17,1.0,1.0417,768.44,78.69
15894,50,5607.31,2.0,4.0,768.35,112.15
46154,64,5350.87,2.0,3.125,768.27,83.61
45799,91,8836.33,1.0,1.0989,768.24,97.1
44339,87,7549.02,2.0,2.2989,768.12,86.77
47384,93,8205.73,3.0,3.2258,768.02,88.23
10410,100,12135.76,3.0,3.0,767.84,121.36
12916,102,9346.24,1.0,0.9804,767.75,91.63
48270,29,4640.49,2.0,6.8966,767.74,160.02
10908,49,4379.74,1.0,2.0408,767.73,89.38
37376,64,5176.35,3.0,4.6875,767.61,80.88
27372,32,2972.65,2.0,6.25,767.49,92.9
45635,63,5411.31,2.0,3.1746,767.4,85.89
14441,67,7153.41,1.0,1.4925,767.06,106.77
45650,29,3992.71,1.0,3.4483,767.05,137.68
13680,86,8998.02,2.0,2.3256,766.94,104.63
2052,62,5483.01,1.0,1.6129,766.91,88.44
450,35,4559.86,2.0,5.7143,766.88,130.28
34779,34,4455.94,2.0,5.8824,766.87,131.06
43425,78,6901.04,3.0,3.8462,766.78,88.47
19082,84,7350.07,2.0,2.381,766.6,87.5
36405,69,5736.24,2.0,2.8986,766.59,83.13
11542,41,4573.63,2.0,4.878,766.5,111.55
46543,61,6284.97,1.0,1.6393,766.32,103.03
5836,33,3650.78,1.0,3.0303,766.21,110.63
47372,29,3072.21,1.0,3.4483,766.09,105.94
48612,70,8590.5,1.0,1.4286,766.03,122.72
6698,59,4143.6,1.0,1.6949,766.03,70.23
41499,41,5021.5,3.0,7.3171,766.01,122.48
13875,72,5722.96,2.0,2.7778,765.84,79.49
15419,67,5906.65,1.0,1.4925,765.81,88.16
8297,85,7674.64,2.0,2.3529,765.8,90.29
42306,71,6770.7,3.0,4.2254,765.47,95.36
46375,83,6865.69,1.0,1.2048,765.24,82.72
31964,115,11307.6,2.0,1.7391,765.23,98.33
23961,92,9380.03,3.0,3.2609,764.85,101.96
46319,60,5642.64,1.0,1.6667,764.81,94.04
39647,81,6685.27,2.0,2.4691,764.77,82.53
45302,58,6514.57,1.0,1.7241,764.45,112.32
8660,67,6518.38,2.0,2.9851,764.21,97.29
2424,103,11245.17,2.0,1.9417,764.08,109.18
32065,28,3178.3,1.0,3.5714,764.06,113.51
20576,87,7288.54,2.0,2.2989,763.98,83.78
26971,25,3224.36,1.0,4.0,763.79,128.97
41153,36,3332.38,3.0,8.3333,763.78,92.57
26558,73,6441.93,3.0,4.1096,763.75,88.25
926,70,6084.36,3.0,4.2857,763.66,86.92
36230,39,3813.66,3.0,7.6923,763.57,97.79
28906,28,2882.48,1.0,3.5714,763.45,102.95
